ytid,caption
0Q1JLNfm8oU,"This song contains two pianos panned to both sides of the speakers playing melodies in the mid to upper range. A female voice, maybe a child sings a melody in a very high pitch. THis song may be playing as part of a movie-scene."
0QAaln-hjPw,This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing a high pitched melody and a male voice sample is used as a loop to create a melody. This song may be playing for a youtube video.
0QYNC7J05XI,This pop song features a male voice singing the main melody using vocables. This is accompanied by an acoustic guitar strumming chords. The piano fills at a higher register and also plays chords. The bass guitar plays the root notes of the chords without any flourishes. A shaker is used in the background which acts as the percussion. Hand claps are played at every alternate count. Bells are played on the first count of the first two bars of each phrase. The melody is happy and upbeat. This song can be played in a movie scene featuring a family on a road trip.
0RDz0rLakwc,"A male vocalist sings this trippy Electronic song. The tempo is slow with synthesiser arrangement, digital drums and electronically articulated music. The song is catchy, youthful, enthusiastic, trippy, psychedelic , new age, and groovy. This song is an Electro -Hop/ Hip-Hop."
0RcMzUdXDRQ,This is a song for children. The song is in major key as is usual with almost all kids songs. There is a female vocalist in the lead. The melody is being played by an acoustic guitar while a bass guitar plays a simple bass line. The electric guitar is playing delayed notes for texture. The acoustic drums are playing a basic medium tempo beat in the rhythmic background. The atmosphere is easygoing. This piece could be used during activities in a kindergarten.
0RpkkfkUBRU,"This audio contains a cinematic composition with evolving synth drone sounds. Higher pitched pads, noise sounds panning to both sides of the speakers and arpeggiated short percussive pluck sounds. Some synth strings are playing a dissonant harmony creating more tension. A marimba hit is being played with a lot of reverb. This song may be playing for a movie-scene full of tension."
0SNhAKyXtC8,"Someone is playing a harp making use of the full register. A bassline, a melody is the mid range and high repetitive note. The whole composition sounds oriental due to a lot of half notes. This song may be playing at a live concert."
0SnjS2w_c80,This is an alternative music piece used as an outro jingle for a food channel. The vocals are being sung with a vocoder. There is a keyboard playing in the melodic background. A simple acoustic drum beat can be heard playing the rhythm. The atmosphere is trippy.
0TiEO149Ydc,The low quality recording features a live performance of an Alternative/Indie song and it consists of passionate female vocal singing over acoustic guitar strummed chord and wooden percussive element. The recording is noisy and the vocal is slightly moving throughout the stereo image making it unbalanced. It sounds passionate and emotional.
0Ubu4BqSWmU,"A male vocalist sings this mellow rap. The tempo is medium with a groovy bass line, keyboard harmony , slick drumming and vocal backup. The song is youthful, story telling, passionate, impactful, compelling and engaging. This song is contemporary Hip-Hop/Rap."
0VjPCd62oKg,"This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. This song sounds like a Children’s Nursery rhyme about ducks or animals , animal sounds or swimming. It intends to make learning fun and simple."
0VsjSa1X7iA,"The low quality recording features a live performance of a gospel song and it consists of passionate male vocal singing over harmonizing mixed choir in the background. The recording is a bit noisy and it has some footsteps sounds in it, but overall it sounds passionate, emotional and soulful - as every gospel song should sound."
0VwX92X3iPc,This audio contains a female voice speaking in a relaxed and sensual sounding way while you can hear the sound of scratching on a surface.
0Wdh45yt7tY,"The song is an instrumental. The song is medium tempo with an accordion accompaniment, violin solo and a flute melody. The song is beautiful and nostalgic. The audio quality is poor. The song has an old gypsy soul to it."
0XxinBtKouQ,"A group of male vocalists sing this happy, upbeat country /bluegrass song. The tempo is fast with vigorous and animated acoustic guitar, banjo, mandolin and auto harp lead and harmony. The song is a live performance with ambient sounds of clapping, cheering and people talking. This song is a cheerful Country Pop/Bluegrass song."
